VBELN,ERDAT,AUART,KUNNR
2000007473,2025-07-01,OR,0000000210
2000007344,2024-06-09,OR,0000000432
2000009913,2023-05-25,OR,0000000188
2000000258,,OR,0000000472
2000001561,2022-10-17,RE,0000000280
2000003369,2024-05-10,SO,0000000260
2000000719,2023-01-29,OR,0000000464
2000008165,2024-12-17,OR,0000000428
2000006510,2025-03-10,OR,0000000168
2000003535,2025-08-24,OR,0000000093
2000009377,2024-10-23,RE,0000000091
2000003395,2024-07-25,OR,0000000027
2000008827,2024-08-16,OR,0000000386
2000006021,2025-04-07,RE,0000000124
2000000188,2023-10-04,OR,0000000201
2000001082,2023-07-03,OR,0000000102
2000002784,2023-07-20,OR,0000000353
2000004179,2024-03-15,OR,0000000290
2000007506,2025-07-09,OR,0000000399
2000000620,2024-09-18,OR,0000000344
2000001635,2024-02-22,OR,0000000161
2000004345,2023-02-07,RE,0000000119
2000007453,2025-03-02,SO,0000000096
2000008885,2025-06-30,SO,0000000185
2000009957,2022-09-24,OR,0000000214
2000006164,2025-02-06,OR,0000000369
2000000729,2024-12-06,OR,0000000310
2000003711,2022-09-14,OR,0000000177
2000009072,2024-01-07,OR,0000000204
2000008009,2025-08-02,OR,0000000484
2000006214,2023-01-20,OR,0000000024
2000009805,2022-10-20,OR,0000000094
2000009826,2025-03-04,OR,0000000427
2000008282,2025-08-19,OR,0000000014
2000005503,2025-07-20,OR,0000000202
2000001737,2025-02-09,OR,0000000055
2000003067,2023-08-03,OR,0000000421
2000002309,2024-10-15,OR,0000000173
2000006036,2022-11-18,OR,0000000254
2000000046,2023-04-22,OR,0000000147
2000007638,2024-09-13,OR,0000000231
2000004739,2023-12-23,OR,0000000497
2000009524,2023-06-16,OR,0000000082
2000008638,2025-04-30,RE,0000000005
2000002633,2023-07-04,RE,0000000083
2000009317,2023-09-22,OR,0000000467
2000003355,2023-06-25,RE,0000000028
2000008942,2022-10-06,OR,0000000362
2000007397,2024-08-27,OR,0000000479
2000005446,2024-02-28,OR,0000000027
2000003511,2024-06-29,OR,0000000233
2000004971,2023-01-26,OR,0000000110
2000009764,2025-02-08,OR,0000000018
2000005277,2024-01-31,OR,0000000454
2000001719,2025-04-19,OR,0000000042
2000006588,2025-07-22,OR,0000000402
2000005532,2023-03-07,OR,0000000459
2000001225,2024-07-30,OR,0000000409
2000001466,2025-04-16,RE,0000000221
2000007178,2025-03-11,OR,0000000106
2000006905,2024-05-25,OR,0000000012
2000000789,2024-06-11,OR,0000000092
2000006355,2024-08-22,OR,0000000134
2000000013,2022-10-10,OR,0000000327
2000004577,2023-03-07,OR,0000000496
2000004270,2024-05-14,OR,0000000180
2000006557,2023-06-30,OR,0000000022
2000008488,2022-09-23,OR,0000000044
2000005509,2023-05-06,RE,0000000284
2000002576,2025-06-01,RE,0000000170
2000009289,2022-10-04,OR,0000000088
2000007327,2025-03-07,SO,0000000118
2000004937,2024-03-12,OR,0000000498
2000007785,2023-04-03,OR,0000000187
2000008754,2025-08-03,RE,0000000196
2000004841,2023-08-09,OR,0000000306
2000000328,2025-08-19,OR,0000000124
2000000718,2024-04-24,OR,0000000127
2000009993,2023-07-03,OR,0000000298
2000004893,2024-09-05,OR,0000000445
2000000616,2023-12-20,OR,0000000261
2000002068,2025-06-08,OR,0000000310
2000009341,2023-02-11,OR,0000000433
2000009892,2025-04-06,OR,0000000266
2000005615,2025-07-20,OR,0000000406
2000006031,,SO,0000000050
2000005763,2024-12-02,OR,0000000031
2000002090,2023-06-09,SO,0000000218
2000005261,2023-08-08,OR,0000000410
2000002532,2023-12-13,OR,0000000093
2000009313,2023-09-04,OR,0000000219
2000007362,2024-01-11,OR,0000000358
2000005022,2023-02-11,OR,0000000447
2000007795,2023-02-26,OR,0000000253
2000000846,2023-12-04,OR,0000000074
2000007233,2023-05-04,OR,0000000067
2000008139,2024-05-06,RE,0000000362
2000005161,2024-08-21,OR,0000000206
2000001458,2023-03-06,OR,0000000365
2000006952,2023-03-10,OR,0000000182
2000007705,2024-11-17,OR,0000000283
2000008170,2022-12-11,RE,0000000361
2000004797,2025-08-15,OR,0000000432
2000006505,2024-04-28,OR,0000000229
2000003524,2024-08-31,OR,0000000130
2000006542,2023-01-15,OR,0000000148
2000007087,2025-05-16,OR,0000000129
2000001933,2024-09-09,OR,0000000277
2000006271,2023-10-06,RE,0000000291
2000007333,2024-04-11,OR,0000000181
2000003125,2022-11-05,OR,0000000045
2000000946,2022-12-20,OR,0000000163
2000009767,2024-06-09,RE,0000000344
2000005237,2022-10-11,OR,0000000110
2000006027,2024-12-11,OR,0000000463
2000005816,2025-02-23,RE,0000000500
2000001514,2022-12-27,OR,0000000451
2000005781,2024-09-16,OR,0000000094
2000006431,,OR,0000000055
2000004315,2025-05-11,OR,0000000062
2000005773,2024-05-27,RE,0000000304
2000003693,2024-07-02,OR,0000000257
2000007293,2022-12-08,OR,0000000331
2000008580,2024-07-31,OR,0000000468
2000007832,2024-07-15,OR,0000000404
2000007521,2025-03-12,OR,0000000045
2000003516,2025-07-28,OR,0000000339
2000000732,2024-05-09,OR,0000000114
2000004518,2025-07-11,SO,0000000316
2000003095,2024-10-01,OR,0000000277
2000000709,2023-04-13,OR,0000000013
2000002262,2025-04-19,RE,0000000378
2000009044,2024-06-20,OR,0000000114
2000001534,2023-11-07,OR,0000000160
2000005102,,OR,0000000266
2000003881,2023-10-07,OR,0000000397
2000007857,2025-01-16,OR,0000000428
2000003620,2024-04-22,OR,0000000354
2000006094,2025-05-26,OR,0000000440
2000006085,2024-04-27,OR,0000000400
2000000122,2024-01-02,OR,0000000059
2000003812,2023-06-21,OR,0000000192
2000002502,2023-12-10,OR,0000000395
2000009552,2023-06-24,OR,0000000327
2000003383,2022-09-13,OR,0000000274
2000003558,2023-06-06,OR,0000000151
2000005229,2024-03-23,OR,0000000238
2000001239,2025-08-21,OR,0000000171
2000002281,2023-04-20,OR,0000000248
2000003040,2024-08-21,OR,0000000200
2000005694,2022-12-27,OR,0000000035
2000001329,2022-08-29,OR,0000000355
2000001679,2024-05-22,OR,0000000328
2000003762,2023-07-09,SO,0000000266
2000001998,,OR,0000000263
2000008372,2024-11-29,OR,0000000423
2000009854,2024-12-19,OR,0000000446
2000002930,2023-10-12,OR,0000000321
2000003323,2023-05-03,OR,0000000421
2000003209,2023-12-14,OR,0000000026
2000000542,2023-12-03,SO,0000000177
2000008182,2024-11-11,OR,0000000260
2000000907,2023-10-14,OR,0000000082
2000002437,2024-05-23,OR,0000000264
2000000852,2024-01-07,OR,0000000019
2000003615,2025-01-07,SO,0000000005
2000003687,2022-09-13,SO,0000000047
2000007538,2023-08-01,OR,0000000164
2000008989,2022-11-30,SO,0000000371
2000000711,2023-12-17,OR,0000000274
2000000038,2022-10-06,SO,0000000294
2000009293,2023-10-10,OR,0000000039
2000007881,2022-12-01,OR,0000000298
2000003150,2022-09-13,SO,0000000487
2000001201,2023-08-31,OR,0000000202
2000003724,2024-09-23,OR,0000000188
2000009076,2025-07-18,RE,0000000351
2000008520,2023-07-12,OR,0000000277
2000000377,2024-05-31,RE,0000000452
2000002072,2024-03-18,OR,0000000141
2000001848,2023-02-15,OR,0000000341
2000002349,2024-10-07,OR,0000000348
2000003206,2023-11-27,OR,0000000268
2000006654,2025-06-05,OR,0000000122
2000008106,2025-07-16,OR,0000000123
2000000372,2023-10-25,OR,0000000494
2000008821,2025-05-14,OR,0000000478
2000008236,2023-04-07,OR,0000000381
2000007791,2024-05-11,OR,0000000050
2000006404,2023-04-25,OR,0000000265
2000008157,2023-07-26,OR,0000000071
2000003907,2023-07-12,OR,0000000083
2000003871,2025-07-31,OR,0000000010
2000004453,2024-09-14,OR,0000000065
2000004169,2023-08-05,OR,0000000030
2000007834,2024-08-19,OR,0000000118
2000006387,2024-05-02,OR,0000000400
2000008311,2022-12-25,OR,0000000307
2000008296,2024-07-20,OR,0000000332
2000004216,2023-05-20,OR,0000000042
2000006250,2025-03-11,OR,0000000294
2000002145,2025-03-28,OR,0000000422
2000004240,2025-05-20,OR,0000000256
2000000850,2025-03-01,SO,0000000362
2000000794,2025-03-25,OR,0000000438
2000009849,2023-12-17,OR,0000000429
2000003122,2023-12-08,OR,0000000411
2000008992,2025-06-12,OR,0000000482
2000008880,2024-05-22,OR,0000000100
2000003971,2025-04-10,OR,0000000220
2000002338,2023-09-25,OR,0000000180
2000007455,2023-11-30,OR,0000000176
2000000021,2024-07-27,SO,0000000500
2000009610,2023-01-28,OR,0000000377
2000005369,2025-05-07,OR,0000000119
2000003801,2024-05-16,OR,0000000228
2000007974,2024-09-09,OR,0000000077
2000004626,2025-05-12,OR,0000000302
2000006559,2024-06-26,OR,0000000246
2000008225,2024-03-01,OR,0000000298
2000006603,2025-04-01,OR,0000000244
2000005065,2024-04-19,OR,0000000363
2000004222,2024-02-19,OR,0000000427
2000000982,2023-04-19,OR,0000000286
2000005949,2024-03-28,RE,0000000139
2000000051,2025-01-03,OR,0000000388
2000009642,2025-05-29,OR,0000000136
2000008570,2023-12-07,OR,0000000471
2000005035,2023-05-23,OR,0000000306
2000005135,2024-11-22,OR,0000000180
2000005388,2025-01-23,OR,0000000298
2000009336,2022-09-20,RE,0000000155
2000002001,2022-12-21,OR,0000000432
2000005661,2024-02-14,OR,0000000317
2000005940,2023-02-20,OR,0000000061
2000007281,2023-08-24,OR,0000000004
2000004693,2025-03-10,OR,0000000064
2000002162,2023-11-19,OR,0000000110
2000009568,2025-08-06,OR,0000000092
2000004997,2024-03-28,SO,0000000214
2000007701,2023-11-07,OR,0000000364
2000006734,2024-12-15,OR,0000000121
2000006320,2023-04-08,SO,0000000364
2000007459,,RE,0000000455
2000002289,2023-10-28,OR,0000000109
2000004696,2023-04-16,OR,0000000083
2000000209,2023-08-24,RE,0000000363
2000003176,2024-03-10,OR,0000000026
2000008265,2024-04-11,OR,0000000020
2000001536,2024-09-18,SO,0000000375
2000009591,2023-02-10,OR,0000000188
2000001012,2024-08-17,OR,0000000020
2000000439,2024-07-11,OR,0000000074
2000009181,2023-02-03,OR,0000000123
2000005925,2024-08-06,RE,0000000115
2000002075,2024-10-04,OR,0000000496
2000003623,2023-11-20,RE,0000000150
2000008474,2023-07-06,OR,0000000036
2000008945,2025-06-14,OR,0000000176
2000000089,2023-01-11,OR,0000000412
2000004371,2023-02-15,OR,0000000153
2000007769,2024-06-06,OR,0000000282
2000000875,2023-07-13,OR,0000000407
2000009139,2024-11-12,OR,0000000353
2000008935,2024-03-09,OR,0000000060
2000003709,2022-11-06,OR,0000000012
2000003019,2024-12-13,OR,0000000227
2000007366,2023-12-14,SO,0000000283
2000009026,2024-07-19,OR,0000000275
2000006084,2024-03-19,OR,0000000088
2000004054,2025-01-20,RE,0000000050
2000001107,2023-11-27,RE,0000000479
2000005383,2023-06-30,OR,0000000124
2000001449,2025-05-20,OR,0000000146
2000003729,2024-11-05,OR,0000000388
2000000874,2024-01-19,OR,0000000286
2000003476,2025-01-30,OR,0000000082
2000007457,2024-02-27,OR,0000000436
2000006978,2025-02-09,OR,0000000171
2000002198,2023-05-05,OR,0000000499
2000003995,2024-08-15,OR,0000000274
2000001169,2025-05-26,RE,0000000456
2000003629,2024-10-23,OR,0000000491
2000003092,2023-03-01,RE,0000000394
2000008531,2024-10-11,SO,0000000058
2000003327,2024-11-23,OR,0000000425
2000007871,2023-05-02,OR,0000000397
2000005638,2023-03-27,OR,0000000307
2000006561,2022-12-19,RE,0000000105
2000008681,2024-07-26,OR,0000000351
2000007189,2022-11-10,OR,0000000066
2000001444,2024-06-13,OR,0000000318
2000007698,2024-08-09,OR,0000000357
2000007658,2025-05-23,OR,0000000158
2000008513,2023-08-31,OR,0000000432
2000003918,2025-07-22,OR,0000000399
2000005294,2023-12-10,OR,0000000184
2000001247,2024-05-07,OR,0000000335
2000009082,2023-03-21,OR,0000000153
2000003022,2025-04-07,OR,0000000284
2000009225,2023-11-16,OR,0000000352
2000002112,2023-02-22,OR,0000000206
2000006815,2023-06-02,OR,0000000399
2000005934,2025-02-23,OR,0000000440
2000007695,,OR,0000000354
2000001619,2022-10-18,OR,0000000138
2000009561,2025-02-19,OR,0000000232
2000005217,2024-12-19,OR,0000000291
2000007578,2025-05-12,OR,0000000178
2000006584,2024-08-06,OR,0000000373
2000005620,2023-06-24,RE,0000000353
2000005512,2024-11-27,SO,0000000413
2000004111,2023-03-27,OR,0000000367
2000006048,2024-06-19,OR,0000000135
2000005350,2024-01-25,OR,0000000131
2000007132,2023-05-26,OR,0000000339
2000005072,2025-03-19,OR,0000000066
2000001399,2024-02-13,SO,0000000227
2000000074,2024-02-25,OR,0000000090
2000002237,2024-03-29,OR,0000000076
2000007990,2024-05-11,OR,0000000020
2000001671,2024-06-05,OR,0000000371
2000004351,2024-12-30,OR,0000000299
2000007740,2025-07-21,OR,0000000256
2000009137,2025-05-12,OR,0000000043
2000004611,2022-12-28,OR,0000000051
2000006154,2024-08-06,OR,0000000259
2000009529,2023-05-16,OR,0000000208
2000003024,2023-12-09,OR,0000000468
2000002061,2023-11-06,RE,0000000417
2000003887,2022-09-13,SO,0000000163
2000001840,2022-09-12,OR,0000000395
2000001863,2022-11-24,RE,0000000129
2000003820,2024-01-28,OR,0000000500
2000006716,2023-03-16,OR,0000000445
2000000242,2023-09-28,OR,0000000207
2000008505,2024-12-23,OR,0000000346
2000008601,2022-09-13,OR,0000000041
2000006958,2024-03-30,OR,0000000319
2000008988,2024-06-18,OR,0000000024
2000000452,2024-10-27,SO,0000000464
2000009434,2022-09-29,OR,0000000060
2000000336,2023-07-04,OR,0000000195
2000002185,2023-08-15,OR,0000000083
2000008316,2025-07-27,OR,0000000121
2000000128,2024-07-10,OR,0000000410
2000001032,2024-01-17,OR,0000000067
2000009465,2024-08-22,OR,0000000411
2000004238,2024-11-30,OR,0000000377
2000008943,2023-08-24,OR,0000000410
2000007214,2023-12-22,SO,0000000458
2000000033,2025-08-13,OR,0000000372
2000002372,2022-11-02,OR,0000000370
2000006340,2024-07-27,OR,0000000200
2000004364,2023-09-15,OR,0000000328
2000009252,2022-11-04,OR,0000000084
2000009224,2023-03-26,OR,0000000465
2000002043,2023-06-11,RE,0000000494
2000005543,2024-01-01,OR,0000000077
2000009895,2024-03-09,OR,0000000244
2000007156,2024-06-13,OR,0000000435
2000004849,,OR,0000000392
2000004485,2022-08-31,OR,0000000373
2000007572,2024-08-01,OR,0000000426
2000002036,2023-08-29,OR,0000000321
2000002587,2024-10-10,OR,0000000237
2000009740,2024-10-10,OR,0000000295
2000002423,2023-05-22,OR,0000000250
2000002478,2025-07-07,OR,0000000340
2000007806,2022-10-02,OR,0000000290
2000004105,2022-09-18,OR,0000000265
2000000889,2024-10-30,OR,0000000460
2000008867,2023-06-10,OR,0000000161
2000003123,2025-03-17,OR,0000000331
2000001797,2023-01-29,OR,0000000163
2000006418,2025-07-07,OR,0000000298
2000004929,2023-05-25,OR,0000000301
2000002848,2024-10-05,OR,0000000281
2000000682,2024-06-20,OR,0000000493
2000002893,2024-11-12,OR,0000000012
2000000050,2023-05-14,OR,0000000015
2000008831,2022-12-04,OR,0000000011
2000009394,2024-08-29,OR,0000000140
2000006738,2024-11-29,OR,0000000053
2000007350,2023-11-20,OR,0000000298
2000004175,2024-07-13,OR,0000000485
2000004958,2025-06-22,OR,0000000498
2000005936,2022-12-05,OR,0000000440
2000009299,2025-03-20,OR,0000000392
2000008136,2023-10-27,RE,0000000089
2000002899,2023-05-09,OR,0000000149
2000008416,2023-06-27,RE,0000000495
2000004747,2025-05-07,OR,0000000132
2000005622,2024-01-28,OR,0000000017
2000005744,2024-12-23,OR,0000000114
2000006877,2024-07-12,OR,0000000041
2000008367,2023-09-25,OR,0000000072
2000009208,2023-03-27,RE,0000000437
2000007770,,OR,0000000163
2000008978,2024-12-12,OR,0000000059
2000005887,2023-10-24,OR,0000000135
2000003254,2024-02-16,OR,0000000394
2000004680,2023-10-14,OR,0000000170
2000009771,2025-02-10,OR,0000000345
2000008133,2024-11-15,OR,0000000324
2000000469,2023-03-04,OR,0000000150
2000003567,2024-08-04,OR,0000000430
2000004390,2024-06-16,OR,0000000155
2000005138,2024-02-18,OR,0000000212
2000004126,2023-02-12,RE,0000000310
2000007441,2022-11-08,OR,0000000361
2000003538,2024-10-17,OR,0000000124
2000001878,2025-07-19,OR,0000000170
2000004814,2025-07-30,OR,0000000315
2000007180,2023-08-26,OR,0000000247
2000005951,2022-10-13,RE,0000000096
2000001893,2024-06-18,OR,0000000179
2000005032,2024-03-09,OR,0000000361
2000006663,2023-10-10,OR,0000000139
2000000231,2023-08-19,OR,0000000485
2000004581,2022-10-12,OR,0000000085
2000000617,2025-06-30,OR,0000000149
2000008209,2024-09-13,OR,0000000281
2000005462,2023-02-05,OR,0000000249
2000004057,2023-11-25,RE,0000000106
2000001604,2024-06-05,OR,0000000269
2000006186,2024-03-02,OR,0000000495
2000009789,2023-02-01,OR,0000000216
2000002134,2024-10-17,OR,0000000073
2000007491,2024-08-20,OR,0000000150
2000006192,2024-03-12,OR,0000000354
2000006314,2023-04-07,OR,0000000004
2000003134,2023-08-15,OR,0000000330
2000009143,2022-10-06,OR,0000000087
2000002088,2023-09-10,OR,0000000030
2000000458,2023-02-06,OR,0000000191
2000005889,2023-12-27,OR,0000000385
2000006961,2024-11-22,OR,0000000010
2000002860,2022-12-08,OR,0000000277
2000008349,2025-07-13,OR,0000000312
2000006178,2024-03-07,OR,0000000228
2000004501,2023-08-16,OR,0000000478
2000002704,2025-06-29,OR,0000000093
2000006413,2022-09-22,OR,0000000343
2000002333,2024-02-01,OR,0000000458
2000000945,2024-12-30,OR,0000000169
2000005085,2024-09-04,OR,0000000224
2000005171,2024-06-09,OR,0000000339
2000006425,2024-09-08,OR,0000000090
2000008430,2023-01-14,OR,0000000036
2000009090,2024-09-09,OR,0000000286
2000007664,2023-08-07,RE,0000000203
2000009666,2023-08-09,OR,0000000240
2000003736,2022-09-25,SO,0000000469
2000001767,2024-08-06,OR,0000000400
2000004697,,OR,0000000098
2000006724,2023-07-24,OR,0000000354
2000009830,2024-02-07,OR,0000000345
2000008861,2025-01-21,OR,0000000082
2000005959,2023-05-04,OR,0000000108
2000000160,2025-07-16,OR,0000000267
2000007454,2026-01-26,OR,0000000158
2000003382,2025-06-25,SO,0000000219
2000004990,2023-02-06,OR,0000000366
2000006459,2025-04-18,RE,0000000488
2000007217,2023-07-02,OR,0000000023
2000008309,2024-03-19,OR,0000000276
2000002974,2022-09-03,OR,0000000422
2000005769,2025-06-04,OR,0000000162
2000001537,2024-01-24,OR,0000000188
2000005869,2024-03-30,OR,0000000448
2000002420,2023-11-05,OR,0000000486
2000009370,2023-03-23,OR,0000000434
2000000957,2025-03-11,SO,0000000188
2000006432,2023-01-01,SO,0000000052
2000001993,2023-06-15,OR,0000000029
2000002652,2024-10-28,OR,0000000236
2000004851,2024-01-19,OR,0000000233
2000002494,2023-12-31,OR,0000000302
2000005463,2023-04-12,OR,0000000007
2000007426,2023-12-03,OR,0000000037
2000000187,2025-06-29,OR,0000000425
2000001743,2022-09-21,OR,0000000395
2000008023,2024-12-20,OR,0000000427
2000006642,2024-06-23,SO,0000000283
2000007427,2023-11-05,RE,0000000085
2000003250,2022-11-22,OR,0000000330
2000001589,2023-09-17,OR,0000000256
2000005326,2023-11-14,OR,0000000400
2000003141,2024-03-27,SO,0000000449
2000003359,,OR,0000000309
2000006501,2025-05-19,OR,0000000063
2000005061,2025-02-18,SO,0000000056
2000002049,2022-11-17,OR,0000000397
2000008289,2025-03-07,OR,0000000046
2000001288,2022-10-14,OR,0000000432
2000000207,2023-12-11,OR,0000000428
2000009304,,OR,0000000194
2000006436,2023-09-06,OR,0000000468
2000004052,2023-11-12,OR,0000000475
2000003100,2023-08-05,OR,0000000075
2000009769,2023-01-20,RE,0000000390
2000003960,2024-10-05,OR,0000000471
2000000278,2023-02-12,OR,0000000169
2000008966,2022-11-11,OR,0000000325
2000002761,2023-07-23,RE,0000000419
2000006067,2025-02-15,RE,0000000356
2000009823,2023-05-01,OR,0000000453
2000006516,2025-02-09,RE,0000000124
2000005498,2023-02-15,OR,0000000095
2000007429,2022-11-04,OR,0000000322
2000007716,2023-05-30,OR,0000000474
2000001639,2025-06-06,OR,0000000385
2000006847,2024-02-18,OR,0000000431
2000004331,2022-10-07,OR,0000000426
2000007937,2025-04-09,OR,0000000169
2000006903,2024-07-12,OR,0000000428
2000004615,2025-01-29,OR,0000000390
2000000111,2025-08-17,RE,0000000166
2000000632,2025-07-26,OR,0000000350
2000001305,2024-07-17,SO,0000000467
2000006774,2025-02-25,OR,0000000216
2000002557,2022-12-28,OR,0000000271
2000006989,2025-08-21,OR,0000000334
2000001004,2024-06-20,RE,0000000071
2000008461,,OR,0000000046
2000002154,2024-12-05,OR,0000000113
2000009525,2025-04-14,OR,0000000480
2000009419,2024-03-18,OR,0000000198
2000005286,2023-03-09,OR,0000000393
2000008063,2023-05-24,OR,0000000221
2000006268,2024-07-15,OR,0000000346
2000004394,2024-04-30,OR,0000000241
2000005524,2023-10-21,OR,0000000133
2000008914,,OR,0000000181
2000006443,2022-08-29,OR,0000000041
2000007421,2023-12-31,OR,0000000485
2000002083,,OR,0000000059
2000008022,2023-10-25,OR,0000000434
2000003691,2025-07-21,OR,0000000308
2000007754,2022-11-16,OR,0000000001
2000005596,2023-01-18,OR,0000000300
2000003797,2025-06-30,OR,0000000426
2000008882,2022-11-25,SO,0000000335
2000005974,2023-11-16,OR,0000000291
2000008740,2023-08-30,OR,0000000440
2000000793,2023-03-09,OR,0000000363
2000001503,2026-02-04,OR,0000000143
2000001732,2025-04-21,OR,0000000135
2000007778,2024-11-14,OR,0000000043
2000000476,2024-03-24,OR,0000000480
2000005045,2025-04-30,OR,0000000027
2000000175,2025-06-12,OR,0000000037
2000003973,2025-06-08,OR,0000000113
2000003898,2025-08-02,OR,0000000325
2000004374,2024-07-05,OR,0000000443
